sku,data_venda,venda
1293,2024-01-29,13
1293,2024-02-03,33
2015,2024-01-16,10
2458,2024-01-31,24
2458,2024-02-01,13
2458,2024-02-05,25
2670,2024-01-26,14
4424,2024-02-03,16
4729,2024-01-30,14
5089,2024-01-28,10
5089,2024-02-01,12
5345,2024-01-26,21
5345,2024-01-29,11
599,2024-02-05,30
630,2024-01-29,25
816,2024-01-14,13
816,2024-01-15,24
816,2024-01-17,13
816,2024-01-20,14
816,2024-01-24,15
924,2024-01-24,19
924,2024-01-26,22
924,2024-02-03,15
1353,2024-01-22,13
1353,2024-02-03,12
1447,2024-01-14,11
1932,2024-01-27,17
2038,2024-01-14,30
4104,2024-01-22,17
120,2024-02-01,10
183,2024-01-20,22
183,2024-01-28,11
2256,2024-01-14,15
2256,2024-01-30,16
2399,2024-01-28,10
3677,2024-01-25,17
1505,2024-01-23,10
2215,2024-01-30,20
2450,2024-01-14,33
4362,2024-01-20,22
4635,2024-01-23,13
4635,2024-01-28,10
164,2024-01-16,17
663,2024-01-25,12
1121,2024-01-20,17
1121,2024-01-27,18
1121,2024-01-31,15
1815,2024-01-20,26
1815,2024-01-30,13
1815,2024-02-05,12
3251,2024-02-04,11
3860,2024-01-21,11
929,2024-01-14,21
929,2024-01-16,14
1690,2024-01-19,13
1847,2024-01-26,11
3110,2024-01-18,10
3110,2024-01-19,12
4495,2024-01-16,14
38,2024-01-14,18
38,2024-01-16,21
38,2024-01-25,11
38,2024-01-29,15
38,2024-02-04,15
54,2024-01-28,10
759,2024-01-27,17
759,2024-02-02,16
1937,2024-01-14,11
2957,2024-01-26,17
2957,2024-01-28,12
4375,2024-01-20,13
4405,2024-02-05,11
1102,2024-01-22,11
1293,2024-01-30,11
1293,2024-01-31,13
2670,2024-01-17,11
2670,2024-01-24,10
2670,2024-01-27,16
5089,2024-01-31,10
5089,2024-02-04,14
924,2024-01-28,15
2020,2024-01-20,16
2020,2024-01-28,10
2036,2024-02-01,14
2038,2024-01-16,18
2038,2024-01-19,24
2038,2024-02-01,21
2038,2024-02-05,19
2135,2024-02-03,10
3764,2024-02-02,10
4104,2024-02-05,20
120,2024-01-22,12
1399,2024-01-19,11
2256,2024-01-29,15
2399,2024-01-20,11
3180,2024-01-26,11
3564,2024-01-18,21
3564,2024-02-05,10
1822,2024-01-20,12
2215,2024-02-01,12
4635,2024-02-04,12
451,2024-01-17,10
888,2024-01-16,18
888,2024-01-24,25
1601,2024-01-14,17
4155,2024-01-29,10
4185,2024-01-19,13
4495,2024-01-26,10
38,2024-02-05,14
54,2024-01-21,13
759,2024-01-21,12
1050,2024-01-27,22
1334,2024-01-20,14
1334,2024-02-03,12
2548,2024-01-20,12
2957,2024-01-25,12
2957,2024-02-03,15
1293,2024-02-01,16
1976,2024-02-01,12
2015,2024-02-01,13
2458,2024-01-23,22
5345,2024-01-24,12
5345,2024-01-31,19
599,2024-01-31,30
816,2024-01-25,11
1932,2024-02-03,11
2038,2024-01-23,16
4104,2024-01-29,12
120,2024-01-30,10
183,2024-01-25,25
1771,2024-01-27,10
2256,2024-01-21,19
2399,2024-01-25,12
192,2024-01-15,12
2450,2024-01-29,21
3583,2024-01-15,10
4635,2024-01-24,16
4635,2024-01-29,10
4635,2024-01-30,17
164,2024-01-28,18
1121,2024-02-04,16
1815,2024-01-24,12
3217,2024-01-17,17
3217,2024-01-23,12
3251,2024-01-25,10
3860,2024-02-04,11
888,2024-02-04,11
1050,2024-01-25,16
1334,2024-02-01,13
1937,2024-01-28,13
4375,2024-01-15,11
1293,2024-01-16,11
1293,2024-02-04,19
120,2024-02-05,10
2815,2024-01-25,14
3677,2024-01-23,10
3110,2024-01-29,11
38,2024-01-15,20
54,2024-01-19,14
1334,2024-01-16,16
1447,2024-01-23,21
1447,2024-01-30,10
1822,2024-01-25,10
3583,2024-02-03,10
1121,2024-01-26,15
3251,2024-01-26,20
3860,2024-01-18,11
3860,2024-01-29,11
38,2024-01-19,16
54,2024-01-27,17
1638,2024-01-16,12
38,2024-01-28,12
1327,2024-02-05,10
5089,2024-01-26,13
2020,2024-01-31,10
5345,2024-01-28,16
3251,2024-02-02,11
1626,2024-01-20,15
3564,2024-02-01,11
1871,2024-01-27,11
183,2024-01-14,12
192,2024-01-19,16
2957,2024-01-29,12
1871,2024-03-09,34
4155,2024-03-08,17
1601,2024-04-03,64
5136,2024-02-27,16
1601,2024-02-25,62
5136,2024-03-16,15
929,2024-02-26,22
929,2024-03-27,33
1601,2024-03-22,96
3382,2024-04-05,15
1601,2024-03-08,75
1601,2024-03-27,59
3185,2024-03-23,10
1601,2024-04-05,83
929,2024-03-19,26
4155,2024-03-23,12
1601,2024-03-02,119
1601,2024-03-28,95
929,2024-03-06,31
1601,2024-03-21,86
5136,2024-03-03,14
1871,2024-03-05,11
1601,2024-04-07,78
5136,2024-02-24,45
1601,2024-03-10,79
3969,2024-03-20,10
1871,2024-03-22,14
888,2024-02-24,17
1601,2024-03-30,159
1601,2024-03-11,53
929,2024-03-24,32
1601,2024-03-13,63
1601,2024-03-20,77
5336,2024-04-06,24
929,2024-03-14,32
1601,2024-03-01,85
929,2024-02-24,62
5136,2024-03-24,11
5336,2024-03-09,14
929,2024-03-07,35
1601,2024-03-03,59
1601,2024-03-19,52
1871,2024-03-21,15
1871,2024-03-11,10
1871,2024-03-23,30
1601,2024-02-28,53
929,2024-02-27,18
1601,2024-03-24,74
929,2024-03-09,57
5336,2024-03-25,15
5410,2024-03-16,13
1601,2024-03-14,63
929,2024-03-08,30
929,2024-02-28,25
929,2024-03-23,55
1847,2024-03-01,12
1601,2024-04-02,80
929,2024-03-12,20
1601,2024-04-01,56
929,2024-04-04,29
929,2024-03-10,26
1601,2024-03-16,138
888,2024-03-09,13
1601,2024-03-09,132
929,2024-03-31,23
1601,2024-03-26,61
1601,2024-03-25,76
929,2024-03-22,37
888,2024-02-29,11
1601,2024-03-29,64
5136,2024-03-06,22
5136,2024-02-29,12
4155,2024-04-08,10
1601,2024-03-07,76
1601,2024-03-12,60
3969,2024-03-30,17
888,2024-03-18,13
1601,2024-03-15,75
1601,2024-03-04,52
929,2024-03-26,20
929,2024-03-01,32
929,2024-04-05,49
1601,2024-04-04,72
1847,2024-02-28,16
3969,2024-04-05,18
4155,2024-03-05,11
929,2024-03-02,67
1601,2024-02-29,40
1871,2024-03-19,12
929,2024-03-20,22
1871,2024-03-10,20
4155,2024-02-25,16
1601,2024-02-24,111
888,2024-03-07,11
929,2024-04-08,20
5136,2024-03-02,23
929,2024-03-16,47
1601,2024-03-31,65
3969,2024-04-06,19
1601,2024-03-06,57
1601,2024-03-18,79
5136,2024-03-01,13
5136,2024-03-11,10
3969,2024-03-28,11
929,2024-03-13,25
1601,2024-04-06,142
1871,2024-03-26,21
1871,2024-03-28,23
1601,2024-03-23,118
5136,2024-03-12,11
1847,2024-02-27,12
929,2024-03-04,24
1601,2024-03-05,66
1871,2024-03-14,18
3969,2024-03-23,12
929,2024-04-07,41
1690,2024-02-27,11
4155,2024-03-06,12
3382,2024-04-04,10
5136,2024-02-25,15
1871,2024-04-06,23
5136,2024-03-23,18
929,2024-02-29,30
1690,2024-02-29,11
1601,2024-02-26,43
929,2024-03-28,38
929,2024-03-30,42
929,2024-04-01,25
5136,2024-03-28,10
929,2024-02-25,28
4155,2024-03-21,10
929,2024-03-05,21
4155,2024-03-30,19
5136,2024-03-09,23
929,2024-03-03,30
1871,2024-03-25,12
929,2024-03-25,20
5136,2024-03-08,12
5148,2024-04-06,13
1871,2024-03-27,15
929,2024-03-21,32
1871,2024-04-01,18
5336,2024-03-30,12
5336,2024-04-05,12
1601,2024-04-08,57
1871,2024-03-12,16
3422,2024-02-24,10
1871,2024-04-04,11
929,2024-03-29,20
4155,2024-03-29,15
5136,2024-02-28,15
5336,2024-03-15,12
1871,2024-03-15,18
1871,2024-03-13,21
929,2024-04-06,65
1847,2024-02-24,18
1871,2024-04-05,18
1871,2024-03-08,18
3422,2024-03-10,10
4155,2024-03-07,11
1871,2024-03-06,10
4155,2024-02-29,13
5336,2024-03-23,12
929,2024-03-15,34
1601,2024-03-17,68
929,2024-03-18,27
1871,2024-04-07,21
3382,2024-03-23,10
929,2024-04-03,28
4155,2024-02-26,10
929,2024-04-02,24
1871,2024-03-16,34
5410,2024-03-18,10
4155,2024-04-06,24
1242,2024-02-29,10
1601,2024-02-27,44
4155,2024-03-16,16
4155,2024-03-02,14
1871,2024-03-18,15
3969,2024-04-07,10
5136,2024-03-13,10
5136,2024-03-19,13
3969,2024-03-16,11
1871,2024-03-20,14
1690,2024-02-26,15
5136,2024-03-21,10
5410,2024-03-23,11
3185,2024-02-24,10
1871,2024-03-24,12
1871,2024-04-02,13
4155,2024-03-14,10
1847,2024-02-29,18
5136,2024-03-04,15
1871,2024-04-03,17
4155,2024-03-11,14
5136,2024-03-07,12
5136,2024-03-05,13
4155,2024-02-28,13
4155,2024-03-24,11
3382,2024-03-28,10
5136,2024-03-10,19
5410,2024-03-21,12
4155,2024-02-24,19
888,2024-03-02,19
888,2024-03-12,16
4155,2024-03-09,18
5336,2024-04-08,10
1871,2024-03-02,11
5336,2024-03-16,18
1847,2024-02-26,13
1871,2024-03-30,20
3969,2024-03-24,11
4155,2024-03-03,14
4155,2024-03-01,12
3185,2024-03-09,11
5136,2024-03-30,15
5136,2024-03-14,10
1871,2024-03-17,19
888,2024-03-06,10
929,2024-03-11,23
2791,2024-03-08,12
929,2024-03-17,25
1847,2024-03-09,12
1847,2024-03-02,11
5336,2024-03-12,11
1871,2024-03-07,14
5136,2024-04-06,11
1871,2024-03-31,12
1937,2024-03-28,11
54,2024-03-07,13
1937,2024-03-09,26
54,2024-03-16,31
3651,2024-04-08,11
38,2024-03-07,21
4315,2024-03-16,51
4860,2024-04-06,17
1937,2024-03-16,21
3651,2024-02-28,13
4845,2024-04-06,14
38,2024-02-28,22
4845,2024-03-24,11
54,2024-03-19,16
3651,2024-02-24,33
3651,2024-03-30,26
38,2024-03-15,28
38,2024-03-22,33
4315,2024-03-11,24
5227,2024-03-09,15
38,2024-03-14,27
3651,2024-03-27,12
2123,2024-04-02,14
1937,2024-03-02,26
2957,2024-03-09,16
38,2024-02-27,18
4845,2024-03-12,11
3651,2024-03-28,15
4845,2024-04-01,16
4315,2024-02-24,36
4315,2024-03-08,29
4315,2024-04-05,14
38,2024-04-06,40
38,2024-03-02,32
54,2024-02-29,24
54,2024-03-26,21
3651,2024-03-05,20
4315,2024-03-04,23
4845,2024-03-14,10
4315,2024-03-30,34
3651,2024-03-09,27
54,2024-03-23,32
4315,2024-03-09,52
54,2024-03-11,22
4315,2024-04-07,20
5227,2024-02-24,19
38,2024-03-20,24
54,2024-03-04,16
38,2024-03-23,24
4405,2024-03-08,12
2355,2024-03-02,12
54,2024-03-02,40
4405,2024-03-09,19
5227,2024-02-26,10
5227,2024-03-01,16
4315,2024-03-28,28
4845,2024-03-09,23
54,2024-03-01,15
38,2024-03-13,19
38,2024-03-08,37
54,2024-02-28,14
4405,2024-03-02,26
4315,2024-03-21,18
3651,2024-02-26,19
4845,2024-03-07,14
54,2024-04-06,38
54,2024-03-03,17
38,2024-03-25,11
759,2024-03-02,20
38,2024-03-01,23
4315,2024-03-14,18
3651,2024-04-06,32
54,2024-03-28,30
5227,2024-03-02,22
38,2024-04-07,26
1937,2024-04-04,10
4845,2024-03-23,25
1937,2024-02-29,10
1937,2024-03-21,11
38,2024-04-04,31
2269,2024-03-28,15
5227,2024-03-16,16
759,2024-03-09,22
54,2024-03-09,33
3651,2024-04-05,19
54,2024-03-21,24
3651,2024-03-07,15
4315,2024-03-13,22
54,2024-03-17,23
4860,2024-03-22,10
3651,2024-03-10,18
4315,2024-04-08,18
3651,2024-03-02,31
4315,2024-03-22,18
759,2024-03-08,10
54,2024-04-05,22
1937,2024-02-26,22
38,2024-03-17,27
38,2024-03-24,22
1937,2024-02-24,20
3651,2024-03-22,14
1937,2024-03-24,13
38,2024-04-08,22
38,2024-03-11,17
3651,2024-03-23,24
54,2024-04-02,25
3651,2024-02-25,22
4845,2024-03-08,13
4845,2024-04-05,12
38,2024-03-06,17
38,2024-02-26,20
3651,2024-02-27,14
1937,2024-03-30,13
759,2024-03-23,12
38,2024-03-10,21
38,2024-04-03,18
38,2024-03-12,13
4845,2024-03-02,10
3651,2024-03-06,18
4845,2024-03-26,14
38,2024-04-02,19
1937,2024-03-01,18
5409,2024-03-29,12
38,2024-03-30,46
38,2024-03-09,43
38,2024-03-18,24
54,2024-03-22,23
4315,2024-03-02,48
4405,2024-03-03,10
54,2024-03-06,24
38,2024-03-26,16
54,2024-03-20,21
4315,2024-02-29,26
54,2024-04-01,18
38,2024-02-29,22
38,2024-03-04,27
4405,2024-03-30,14
5227,2024-03-15,16
38,2024-03-29,14
54,2024-03-14,13
4315,2024-03-24,23
3824,2024-04-08,10
1937,2024-03-18,13
3651,2024-03-03,22
4315,2024-03-20,20
38,2024-03-16,41
4315,2024-02-26,12
5227,2024-03-28,11
3651,2024-03-16,33
38,2024-02-24,29
4315,2024-03-03,39
759,2024-02-24,15
4315,2024-04-06,40
4315,2024-03-17,25
4315,2024-03-07,25
5227,2024-03-10,17
4315,2024-03-06,14
3651,2024-04-03,12
4315,2024-03-27,17
4315,2024-03-12,16
54,2024-04-07,20
38,2024-03-31,13
3824,2024-04-06,16
5227,2024-03-08,13
3651,2024-03-17,14
4405,2024-03-23,15
4315,2024-03-18,17
54,2024-03-10,11
4860,2024-03-24,11
4860,2024-03-13,11
38,2024-02-25,13
1937,2024-03-17,17
5409,2024-03-16,10
4860,2024-03-16,15
4315,2024-03-31,15
54,2024-04-03,23
54,2024-03-27,21
38,2024-04-01,12
54,2024-03-08,33
38,2024-03-21,16
54,2024-03-05,20
5227,2024-04-06,17
38,2024-03-03,24
4315,2024-03-01,23
1937,2024-03-05,12
1937,2024-03-13,15
3651,2024-03-08,25
3651,2024-04-07,15
4405,2024-03-07,10
4860,2024-03-19,10
4315,2024-03-15,23
4845,2024-04-07,10
3651,2024-03-24,10
54,2024-03-24,19
4845,2024-03-10,13
4315,2024-03-05,13
54,2024-04-04,20
5687,2024-04-06,12
54,2024-02-27,10
5227,2024-02-25,11
4315,2024-02-25,28
1937,2024-04-05,10
54,2024-02-26,13
54,2024-03-18,20
759,2024-03-29,10
54,2024-03-25,16
4315,2024-03-25,17
4315,2024-03-23,28
3651,2024-03-01,14
5227,2024-02-29,10
4315,2024-02-27,17
4315,2024-03-26,15
759,2024-03-30,23
4315,2024-02-28,17
4845,2024-03-20,10
1937,2024-04-06,15
4315,2024-04-01,16
759,2024-03-16,14
759,2024-03-10,11
38,2024-04-05,21
3651,2024-03-15,15
3824,2024-04-05,11
4405,2024-03-24,10
759,2024-03-01,12
4860,2024-03-09,22
4845,2024-03-30,14
38,2024-03-28,24
4315,2024-04-03,17
4860,2024-03-15,12
4845,2024-03-28,14
4845,2024-03-18,10
3651,2024-03-29,12
1334,2024-03-02,12
2957,2024-03-02,16
3651,2024-04-04,11
38,2024-03-05,16
759,2024-04-06,16
4845,2024-03-16,17
54,2024-03-12,16
5227,2024-03-30,11
54,2024-03-15,28
1937,2024-03-22,12
4860,2024-03-20,12
54,2024-03-30,29
4315,2024-03-10,31
38,2024-03-27,19
4405,2024-03-28,10
4860,2024-03-30,14
1937,2024-04-07,10
1937,2024-03-23,15
54,2024-04-08,16
1050,2024-03-02,11
4315,2024-03-29,16
3651,2024-03-04,13
1937,2024-04-01,11
4315,2024-04-04,12
54,2024-03-29,13
3651,2024-02-29,10
54,2024-02-24,25
1937,2024-03-15,10
759,2024-03-26,10
4845,2024-03-22,10
753,2024-02-26,11
4405,2024-02-24,17
4405,2024-03-16,12
5227,2024-03-19,10
4845,2024-03-15,13
54,2024-02-25,14
3824,2024-04-07,10
3651,2024-03-12,12
5227,2024-03-23,14
5,2024-03-01,35
4424,2024-03-17,20
1976,2024-03-28,45
5,2024-03-06,23
4424,2024-03-29,10
5,2024-03-05,25
2015,2024-02-29,11
5345,2024-03-10,10
4424,2024-03-26,13
5375,2024-04-04,10
2015,2024-03-15,25
5082,2024-03-13,13
5,2024-04-08,34
4919,2024-04-02,54
4424,2024-03-02,39
1293,2024-04-06,52
1976,2024-04-07,17
2015,2024-03-28,11
4424,2024-04-02,23
5,2024-03-04,21
4424,2024-03-28,22
1293,2024-03-12,20
4919,2024-04-06,118
4424,2024-04-04,17
4919,2024-04-05,95
2015,2024-03-25,13
1293,2024-02-28,14
1293,2024-04-07,34
2458,2024-03-11,19
5,2024-03-19,38
5,2024-04-07,35
5,2024-03-20,34
1976,2024-03-06,10
5,2024-03-15,37
5,2024-03-02,53
2015,2024-02-25,13
4729,2024-04-05,15
4919,2024-04-08,72
4919,2024-03-30,53
5375,2024-03-08,20
4424,2024-03-24,16
5,2024-03-13,28
5,2024-03-09,72
5,2024-03-10,45
4729,2024-03-05,11
5082,2024-03-11,13
4919,2024-04-04,65
4424,2024-02-28,18
1293,2024-03-24,26
4919,2024-03-31,31
4919,2024-04-01,28
1293,2024-02-25,23
5375,2024-03-17,26
4424,2024-03-04,19
2015,2024-04-05,18
5375,2024-03-18,11
1293,2024-04-05,31
2458,2024-03-19,12
5375,2024-03-23,24
1293,2024-03-21,19
5,2024-04-01,20
5,2024-03-23,68
5,2024-03-24,26
1976,2024-04-05,19
5375,2024-03-02,21
2015,2024-04-08,11
5,2024-03-03,35
2458,2024-03-07,16
4919,2024-03-27,26
5,2024-04-04,31
1976,2024-04-04,20
5,2024-04-06,59
2015,2024-03-23,20
1293,2024-03-04,13
1976,2024-04-01,19
5089,2024-03-16,15
1293,2024-03-03,22
5375,2024-03-27,11
1293,2024-03-28,14
5,2024-04-02,28
1976,2024-03-04,13
1976,2024-04-08,11
1293,2024-03-08,24
1293,2024-03-10,35
2458,2024-03-14,10
4424,2024-03-09,29
2458,2024-04-08,10
5,2024-02-26,30
4729,2024-02-29,11
5,2024-03-08,35
4833,2024-03-02,12
1976,2024-02-24,14
4424,2024-02-29,19
5,2024-03-27,32
4424,2024-03-21,14
5,2024-04-05,35
1293,2024-03-14,17
1293,2024-03-18,12
2015,2024-03-06,10
5,2024-03-30,51
4424,2024-04-05,19
5,2024-03-17,33
4729,2024-03-09,13
1976,2024-03-27,41
4919,2024-04-03,53
1293,2024-03-13,24
1293,2024-04-04,26
2015,2024-02-24,21
5375,2024-03-22,13
1293,2024-04-01,14
1976,2024-02-25,11
4424,2024-03-05,16
1293,2024-03-23,34
4424,2024-03-07,19
4919,2024-04-07,75
4729,2024-02-24,15
1976,2024-04-03,18
2015,2024-03-30,17
1293,2024-03-30,34
2015,2024-03-03,27
1293,2024-03-15,24
2015,2024-03-12,11
5,2024-03-16,55
5644,2024-04-06,16
1976,2024-04-06,18
1293,2024-03-06,23
4424,2024-03-25,19
1293,2024-03-11,19
2458,2024-03-08,17
5375,2024-04-07,11
5375,2024-03-30,32
1976,2024-03-30,39
1976,2024-02-29,10
1293,2024-03-16,39
5375,2024-03-14,12
5,2024-03-14,32
4919,2024-03-29,21
5082,2024-03-15,19
4729,2024-04-06,15
4424,2024-03-16,35
5375,2024-03-10,18
5,2024-03-29,20
5,2024-03-11,27
4729,2024-03-16,12
4424,2024-04-07,19
4424,2024-03-31,11
5,2024-03-18,32
4729,2024-03-07,16
4919,2024-03-26,10
5082,2024-03-14,12
5,2024-03-21,14
4729,2024-04-02,11
5375,2024-03-09,34
5,2024-02-25,41
5,2024-02-27,14
5375,2024-03-15,21
1293,2024-03-09,43
1293,2024-03-07,21
1976,2024-03-09,13
5082,2024-03-10,13
4424,2024-03-10,19
5082,2024-03-12,20
5375,2024-03-12,18
2015,2024-03-08,16
4424,2024-03-03,26
4424,2024-04-01,12
4424,2024-03-08,23
4729,2024-03-22,14
4729,2024-03-13,11
5,2024-03-26,18
5,2024-03-07,31
5375,2024-02-28,11
2015,2024-02-26,12
5089,2024-03-02,15
2458,2024-02-24,13
1293,2024-02-26,15
2015,2024-02-28,11
2458,2024-02-26,26
4729,2024-03-20,12
2015,2024-04-06,32
2015,2024-03-14,12
5375,2024-04-06,21
4919,2024-03-28,24
4424,2024-03-23,24
5,2024-03-22,29
2015,2024-03-04,14
2015,2024-03-07,15
5089,2024-03-03,11
5,2024-04-03,24
5,2024-02-24,58
4729,2024-03-10,10
5,2024-03-25,14
5375,2024-03-20,16
2015,2024-03-16,24
2015,2024-03-02,32
2015,2024-03-13,10
4424,2024-03-01,24
4424,2024-02-25,25
1293,2024-02-24,26
1976,2024-03-15,12
5082,2024-03-08,14
2015,2024-03-09,26
2015,2024-03-18,10
1293,2024-03-01,29
5375,2024-04-05,15
4424,2024-02-24,47
1293,2024-03-22,20
4424,2024-04-06,31
5375,2024-03-16,35
2015,2024-03-17,13
5375,2024-03-13,10
4424,2024-03-27,10
4424,2024-03-20,23
4729,2024-03-21,13
1976,2024-03-26,18
2458,2024-03-02,10
4424,2024-03-18,16
4424,2024-03-30,29
5,2024-02-28,34
2458,2024-04-06,22
1293,2024-03-17,19
4424,2024-02-26,21
4729,2024-03-08,16
4424,2024-03-14,16
4729,2024-03-06,13
1293,2024-04-03,12
2458,2024-02-28,13
5082,2024-03-02,27
1976,2024-03-16,10
4729,2024-03-01,13
4424,2024-02-27,26
5082,2024-03-09,30
4729,2024-03-03,11
4424,2024-03-06,11
5,2024-03-28,27
5089,2024-02-24,17
5082,2024-03-16,22
5375,2024-03-24,14
5082,2024-03-23,13
4833,2024-03-04,11
5375,2024-03-28,13
5082,2024-03-17,13
4729,2024-03-28,15
2015,2024-04-02,12
4385,2024-03-10,10
4729,2024-02-26,11
2015,2024-03-22,10
2015,2024-03-20,12
1293,2024-03-05,11
2015,2024-03-01,11
4729,2024-04-04,19
1954,2024-03-02,10
2015,2024-03-10,15
1293,2024-03-02,41
4424,2024-04-08,14
5375,2024-03-04,12
1293,2024-02-29,11
2015,2024-02-27,11
5375,2024-03-19,11
1293,2024-04-08,17
2015,2024-04-03,13
1976,2024-04-02,11
1293,2024-03-29,14
5,2024-02-29,24
2458,2024-03-09,16
1976,2024-03-29,19
5375,2024-03-07,14
4424,2024-03-15,11
5644,2024-04-04,11
2458,2024-04-05,11
5082,2024-04-06,10
5375,2024-03-21,11
2458,2024-04-07,11
4729,2024-03-30,12
2015,2024-03-19,16
5082,2024-03-19,13
5,2024-03-12,25
2015,2024-03-21,12
1293,2024-04-02,14
4729,2024-03-02,14
4385,2024-03-02,10
5082,2024-03-05,11
5082,2024-03-30,12
5375,2024-03-05,11
5,2024-03-31,15
5375,2024-03-03,10
5334,2024-03-16,10
2458,2024-03-13,10
5334,2024-04-06,10
5334,2024-03-09,11
5375,2024-03-11,10
5375,2024-03-06,12
1976,2024-03-31,15
4424,2024-03-11,12
816,2024-03-16,24
630,2024-04-03,25
5383,2024-03-23,22
5264,2024-03-30,24
630,2024-03-02,65
4104,2024-03-28,10
2038,2024-03-22,21
630,2024-02-24,59
1932,2024-03-23,30
630,2024-03-03,40
564,2024-03-19,18
630,2024-03-23,59
5383,2024-03-14,25
3130,2024-04-02,13
924,2024-03-15,12
1932,2024-03-18,11
3880,2024-02-24,20
5383,2024-03-21,19
2038,2024-03-19,16
564,2024-03-18,30
2038,2024-03-02,31
2038,2024-03-03,15
5383,2024-03-09,49
564,2024-03-05,23
816,2024-03-23,24
564,2024-03-07,28
2038,2024-03-06,22
816,2024-03-25,12
1932,2024-03-30,19
4104,2024-03-13,13
630,2024-03-14,33
564,2024-03-21,41
5264,2024-03-23,23
2036,2024-02-24,16
630,2024-03-01,47
564,2024-03-06,19
3130,2024-03-13,17
1932,2024-03-13,10
3130,2024-03-21,13
564,2024-03-12,37
3880,2024-03-02,17
3130,2024-02-24,30
2150,2024-03-09,13
5264,2024-03-27,17
5446,2024-03-16,30
564,2024-03-09,49
564,2024-04-04,34
599,2024-03-11,31
599,2024-03-29,41
630,2024-03-10,34
599,2024-03-09,61
599,2024-03-13,26
599,2024-03-25,31
3130,2024-03-29,13
564,2024-03-31,26
564,2024-03-28,35
4104,2024-03-19,12
564,2024-03-23,46
816,2024-03-15,27
1125,2024-03-27,11
3130,2024-03-14,15
599,2024-03-04,19
599,2024-03-24,37
564,2024-03-25,28
2036,2024-04-07,10
630,2024-03-13,39
599,2024-04-03,39
2150,2024-03-30,10
4948,2024-03-23,21
5383,2024-03-12,19
816,2024-04-02,13
2036,2024-03-20,16
564,2024-04-08,34
2036,2024-04-06,28
2038,2024-03-28,36
630,2024-03-09,53
630,2024-03-08,49
4104,2024-02-25,25
599,2024-03-21,43
630,2024-04-01,40
3130,2024-02-26,22
5383,2024-03-16,48
630,2024-03-30,49
599,2024-03-01,28
4948,2024-03-27,23
2038,2024-03-09,39
630,2024-02-28,32
599,2024-04-08,42
4104,2024-02-28,22
4104,2024-03-08,24
2020,2024-02-24,12
564,2024-03-13,46
599,2024-03-19,31
630,2024-03-16,57
599,2024-03-06,29
599,2024-04-04,39
5383,2024-03-03,29
564,2024-03-30,69
4948,2024-04-02,22
564,2024-03-16,70
2038,2024-03-23,31
4104,2024-03-02,35
5383,2024-03-28,20
599,2024-04-06,88
4948,2024-04-07,17
816,2024-04-06,40
2038,2024-04-06,45
4948,2024-04-08,20
816,2024-04-01,16
4104,2024-03-05,20
564,2024-03-20,32
2036,2024-03-17,14
3130,2024-03-08,23
1447,2024-02-26,11
1932,2024-03-14,16
599,2024-03-23,81
2020,2024-03-08,11
2038,2024-03-04,24
3880,2024-03-05,16
599,2024-03-15,47
630,2024-03-25,24
816,2024-04-05,25
4104,2024-03-10,24
3130,2024-03-01,26
5383,2024-03-27,10
630,2024-03-24,27
2038,2024-03-30,56
1932,2024-02-24,10
2038,2024-04-05,30
599,2024-03-31,32
5383,2024-04-02,13
2036,2024-03-22,11
630,2024-03-17,39
3130,2024-03-02,80
4948,2024-04-03,23
1353,2024-03-20,14
3130,2024-03-16,45
816,2024-03-18,19
3130,2024-02-27,25
4104,2024-03-25,15
3130,2024-03-10,26
630,2024-03-29,20
5383,2024-03-02,51
5383,2024-03-08,34
564,2024-03-29,26
5383,2024-04-01,13
1932,2024-03-16,33
3130,2024-03-30,21
4948,2024-03-30,41
816,2024-03-24,17
599,2024-03-02,27
599,2024-04-02,46
564,2024-03-24,32
1932,2024-03-10,16
599,2024-03-07,42
816,2024-02-24,15
599,2024-04-05,73
816,2024-03-17,15
564,2024-03-10,30
2038,2024-04-01,18
2038,2024-04-07,14
816,2024-03-06,12
630,2024-04-06,62
630,2024-02-26,30
564,2024-03-11,27
4948,2024-03-28,27
4104,2024-03-23,13
564,2024-03-26,37
816,2024-03-13,11
599,2024-02-25,20
5383,2024-03-13,26
1932,2024-04-08,11
2038,2024-04-03,21
599,2024-02-24,45
599,2024-03-18,37
1932,2024-03-08,14
599,2024-02-28,26
3130,2024-03-07,27
4104,2024-02-29,30
3130,2024-02-28,24
3130,2024-03-23,30
599,2024-03-20,37
599,2024-03-30,71
5383,2024-04-06,16
564,2024-04-01,29
599,2024-04-07,46
4104,2024-03-01,34
5383,2024-04-05,11
4104,2024-03-04,20
4104,2024-03-21,10
630,2024-03-22,43
2038,2024-03-21,17
5383,2024-03-04,13
599,2024-03-08,40
5383,2024-03-15,32
4104,2024-03-09,40
564,2024-04-06,82
5383,2024-03-22,21
599,2024-02-26,15
599,2024-03-22,43
5383,2024-03-11,22
2036,2024-03-30,25
630,2024-03-28,42
3130,2024-03-19,16
5383,2024-03-30,25
630,2024-04-08,28
2038,2024-03-27,13
816,2024-03-12,20
630,2024-03-07,47
816,2024-03-09,20
5264,2024-04-06,36
5264,2024-04-04,16
816,2024-03-26,15
5383,2024-03-20,23
4104,2024-03-16,34
2038,2024-03-07,19
599,2024-03-27,51
3130,2024-03-26,20
